##;ENG;ENG;ENG;ENG;ENG;ENG;ENG;ENG;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV1478;Belokuriha;Belokuriha;Belokuriha;Belokuriha;Belokuriha;Belokuriha;Belokuriha;Belokuriha;;;X;
PROV1479;Berdsk;Berdsk;Berdsk;Berdsk;Berdsk;Berdsk;Berdsk;Berdsk;;;X;
PROV1480;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;Barabinsk;;;X;
PROV1481;Karasuk;Karasuk;Karasuk;Karasuk;Karasuk;Karasuk;Karasuk;Karasuk;;;X;
PROV1482;Tatarsk;Tatarsk;Tatarsk;Tatarsk;Tatarsk;Tatarsk;Tatarsk;Tatarsk;;;X;
PROV1483;Ob';Ob';Ob';Ob';Ob';Ob';Ob';Ob';;;X;
PROV1484;Vengerovo;Vengerovo;Vengerovo;Vengerovo;Vengerovo;Vengerovo;Vengerovo;Vengerovo;;;X;
PROV1485;Matur;Matur;Matur;Matur;Matur;Matur;Matur;Matur;;;X;
PROV1486;Kansk;Kansk;Kansk;Kansk;Kansk;Kansk;Kansk;Kansk;;;X;
PROV1487;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;Minusinsk;;;X;
PROV1488;Krasnojarsk;Krasnojarsk;Krasnojarsk;Krasnojarsk;Krasnojarsk;Krasnojarsk;Krasnojarsk;Krasnojarsk;;;X;
PROV1489;Susenskoe;Susenskoe;Susenskoe;Susenskoe;Susenskoe;Susenskoe;Susenskoe;Susenskoe;;;X;
PROV1490;Kuragino;Kuragino;Kuragino;Kuragino;Kuragino;Kuragino;Kuragino;Kuragino;;;X;
PROV1491;Kljukviennaja;Kljukviennaja;Kljukviennaja;Kljukviennaja;Kljukviennaja;Kljukviennaja;Kljukviennaja;Kljukviennaja;;;X;
PROV1492;Acinsk;Acinsk;Acinsk;Acinsk;Acinsk;Acinsk;Acinsk;Acinsk;;;X;
PROV1493;Bol'saja Murta;Bol'saja Murta;Bol'saja Murta;Bol'saja Murta;Bol'saja Murta;Bol'saja Murta;Bol'saja Murta;Bol'saja Murta;;;X;
PROV1494;Aban;Aban;Aban;Aban;Aban;Aban;Aban;Aban;;;X;
PROV1495;Noril'sk;Noril'sk;Noril'sk;Noril'sk;Noril'sk;Noril'sk;Noril'sk;Noril'sk;;;X;
PROV1496;Enisejsk;Enisejsk;Enisejsk;Enisejsk;Enisejsk;Enisejsk;Enisejsk;Enisejsk;;;X;
PROV1497;Severo-Enisejskij;Severo-Enisejskij;Severo-Enisejskij;Severo-Enisejskij;Severo-Enisejskij;Severo-Enisejskij;Severo-Enisejskij;Severo-Enisejskij;;;X;
PROV1498;Bajkit;Bajkit;Bajkit;Bajkit;Bajkit;Bajkit;Bajkit;Bajkit;;;X;
PROV1499;Tura;Tura;Tura;Tura;Tura;Tura;Tura;Tura;;;X;
PROV1500;Kurejka;Kurejka;Kurejka;Kurejka;Kurejka;Kurejka;Kurejka;Kurejka;;;X;
PROV1501;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;;;X;
PROV1502;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Bodajbo;;;X;
PROV1503;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;;;X;
PROV1504;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;;;X;
PROV1505;Sljudjanka;Sljudjanka;Sljudjanka;Sljudjanka;Sljudjanka;Sljudjanka;Sljudjanka;Sljudjanka;;;X;
PROV1506;Usol'e-Sibirskoe;Usol'e-Sibirskoe;Usol'e-Sibirskoe;Usol'e-Sibirskoe;Usol'e-Sibirskoe;Usol'e-Sibirskoe;Usol'e-Sibirskoe;Usol'e-Sibirskoe;;;X;
PROV1507;Tulun;Tulun;Tulun;Tulun;Tulun;Tulun;Tulun;Tulun;;;X;
PROV1508;Nizneudinsk;Nizneudinsk;Nizneudinsk;Nizneudinsk;Nizneudinsk;Nizneudinsk;Nizneudinsk;Nizneudinsk;;;X;
PROV1509;Tajset;Tajset;Tajset;Tajset;Tajset;Tajset;Tajset;Tajset;;;X;
PROV1510;Lesogorsk;Lesogorsk;Lesogorsk;Lesogorsk;Lesogorsk;Lesogorsk;Lesogorsk;Lesogorsk;;;X;
PROV1511;Erbogacen;Erbogacen;Erbogacen;Erbogacen;Erbogacen;Erbogacen;Erbogacen;Erbogacen;;;X;
PROV1512;Kazacinskoe;Kazacinskoe;Kazacinskoe;Kazacinskoe;Kazacinskoe;Kazacinskoe;Kazacinskoe;Kazacinskoe;;;X;
PROV1513;Zigalovo;Zigalovo;Zigalovo;Zigalovo;Zigalovo;Zigalovo;Zigalovo;Zigalovo;;;X;
PROV1514;Ust'-Ordynskij;Ust'-Ordynskij;Ust'-Ordynskij;Ust'-Ordynskij;Ust'-Ordynskij;Ust'-Ordynskij;Ust'-Ordynskij;Ust'-Ordynskij;;;X;
PROV1515;Huzir;Huzir;Huzir;Huzir;Huzir;Huzir;Huzir;Huzir;;;X;
PROV1516;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;;;X;
PROV1517;Kjahta;Kjahta;Kjahta;Kjahta;Kjahta;Kjahta;Kjahta;Kjahta;;;X;
PROV1518;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;;;X;
PROV1519;Cita;Cita;Cita;Cita;Cita;Cita;Cita;Cita;;;X;
PROV1520;Petrovsk-Zabajkal'skij;Petrovsk-Zabajkal'skij;Petrovsk-Zabajkal'skij;Petrovsk-Zabajkal'skij;Petrovsk-Zabajkal'skij;Petrovsk-Zabajkal'skij;Petrovsk-Zabajkal'skij;Petrovsk-Zabajkal'skij;;;X;
PROV1521;Krasnyj Cikoj;Krasnyj Cikoj;Krasnyj Cikoj;Krasnyj Cikoj;Krasnyj Cikoj;Krasnyj Cikoj;Krasnyj Cikoj;Krasnyj Cikoj;;;X;
PROV1522;Aginskoe;Aginskoe;Aginskoe;Aginskoe;Aginskoe;Aginskoe;Aginskoe;Aginskoe;;;X;
PROV1523;Novotroickij Promysel;Novotroickij Promysel;Novotroickij Promysel;Novotroickij Promysel;Novotroickij Promysel;Novotroickij Promysel;Novotroickij Promysel;Novotroickij Promysel;;;X;
PROV1524;Nercinsk;Nercinsk;Nercinsk;Nercinsk;Nercinsk;Nercinsk;Nercinsk;Nercinsk;;;X;
PROV1525;Cernysevo;Cernysevo;Cernysevo;Cernysevo;Cernysevo;Cernysevo;Cernysevo;Cernysevo;;;X;
PROV1526;Mogoca;Mogoca;Mogoca;Mogoca;Mogoca;Mogoca;Mogoca;Mogoca;;;X;
PROV1527;Verh-Usugli;Verh-Usugli;Verh-Usugli;Verh-Usugli;Verh-Usugli;Verh-Usugli;Verh-Usugli;Verh-Usugli;;;X;
PROV1528;Cara;Cara;Cara;Cara;Cara;Cara;Cara;Cara;;;X;
PROV1529;Kyren;Kyren;Kyren;Kyren;Kyren;Kyren;Kyren;Kyren;;;X;
PROV1530;Gorodok;Gorodok;Gorodok;Gorodok;Gorodok;Gorodok;Gorodok;Gorodok;;;X;
PROV1531;Horinsk;Horinsk;Horinsk;Horinsk;Horinsk;Horinsk;Horinsk;Horinsk;;;X;
PROV1532;Taksimo;Taksimo;Taksimo;Taksimo;Taksimo;Taksimo;Taksimo;Taksimo;;;X;
PROV1533;Nizneangarsk;Nizneangarsk;Nizneangarsk;Nizneangarsk;Nizneangarsk;Nizneangarsk;Nizneangarsk;Nizneangarsk;;;X;
PROV1534;Kumora;Kumora;Kumora;Kumora;Kumora;Kumora;Kumora;Kumora;;;X;
PROV1535;Tupik;Tupik;Tupik;Tupik;Tupik;Tupik;Tupik;Tupik;;;X;
PROV1536;Blagovescensk;Blagovescensk;Blagovescensk;Blagovescensk;Blagovescensk;Blagovescensk;Blagovescensk;Blagovescensk;;;X;
PROV1537;Kujbysevka-Vostocnaja;Kujbysevka-Vostocnaja;Kujbysevka-Vostocnaja;Kujbysevka-Vostocnaja;Kujbysevka-Vostocnaja;Kujbysevka-Vostocnaja;Kujbysevka-Vostocnaja;Kujbysevka-Vostocnaja;;;X;
PROV1538;Ruhlovo;Ruhlovo;Ruhlovo;Ruhlovo;Ruhlovo;Ruhlovo;Ruhlovo;Ruhlovo;;;X;
PROV1539;Tyndinskij;Tyndinskij;Tyndinskij;Tyndinskij;Tyndinskij;Tyndinskij;Tyndinskij;Tyndinskij;;;X;
PROV1540;Magdagaci;Magdagaci;Magdagaci;Magdagaci;Magdagaci;Magdagaci;Magdagaci;Magdagaci;;;X;
PROV1541;Vladimiro-Simanovskij;Vladimiro-Simanovskij;Vladimiro-Simanovskij;Vladimiro-Simanovskij;Vladimiro-Simanovskij;Vladimiro-Simanovskij;Vladimiro-Simanovskij;Vladimiro-Simanovskij;;;X;
PROV1542;Rajciha;Rajciha;Rajciha;Rajciha;Rajciha;Rajciha;Rajciha;Rajciha;;;X;
PROV1543;Mazanovo;Mazanovo;Mazanovo;Mazanovo;Mazanovo;Mazanovo;Mazanovo;Mazanovo;;;X;
PROV1544;Ekimcan;Ekimcan;Ekimcan;Ekimcan;Ekimcan;Ekimcan;Ekimcan;Ekimcan;;;X;
PROV1545;Verhnezejsk;Verhnezejsk;Verhnezejsk;Verhnezejsk;Verhnezejsk;Verhnezejsk;Verhnezejsk;Verhnezejsk;;;X;
PROV1546;Kirovskij;Kirovskij;Kirovskij;Kirovskij;Kirovskij;Kirovskij;Kirovskij;Kirovskij;;;X;
PROV1547;Zeja;Zeja;Zeja;Zeja;Zeja;Zeja;Zeja;Zeja;;;X;
PROV1548;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;Ust'-Njukza;;;X;
PROV1549;Njurba;Njurba;Njurba;Njurba;Njurba;Njurba;Njurba;Njurba;;;X;
PROV1550;Nezametnyj;Nezametnyj;Nezametnyj;Nezametnyj;Nezametnyj;Nezametnyj;Nezametnyj;Nezametnyj;;;X;
PROV1551;Jakutsk;Jakutsk;Jakutsk;Jakutsk;Jakutsk;Jakutsk;Jakutsk;Jakutsk;;;X;
PROV1552;Verhojansk;Verhojansk;Verhojansk;Verhojansk;Verhojansk;Verhojansk;Verhojansk;Verhojansk;;;X;
PROV1553;Niznie Kresty;Niznie Kresty;Niznie Kresty;Niznie Kresty;Niznie Kresty;Niznie Kresty;Niznie Kresty;Niznie Kresty;;;X;
PROV1554;Srednekolymsk;Srednekolymsk;Srednekolymsk;Srednekolymsk;Srednekolymsk;Srednekolymsk;Srednekolymsk;Srednekolymsk;;;X;
PROV1555;Zyrjanka;Zyrjanka;Zyrjanka;Zyrjanka;Zyrjanka;Zyrjanka;Zyrjanka;Zyrjanka;;;X;
PROV1556;Curapca;Curapca;Curapca;Curapca;Curapca;Curapca;Curapca;Curapca;;;X;
PROV1557;Tommot;Tommot;Tommot;Tommot;Tommot;Tommot;Tommot;Tommot;;;X;
PROV1558;Pokrovskoe;Pokrovskoe;Pokrovskoe;Pokrovskoe;Pokrovskoe;Pokrovskoe;Pokrovskoe;Pokrovskoe;;;X;
PROV1559;Muhtukuevskaja;Muhtukuevskaja;Muhtukuevskaja;Muhtukuevskaja;Muhtukuevskaja;Muhtukuevskaja;Muhtukuevskaja;Muhtukuevskaja;;;X;
PROV1560;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Habarovsk;;;X;
PROV1561;Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';;;X;
PROV1562;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;;;X;
PROV1563;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Ohotsk;;;X;
PROV1564;Komsomol'sk-na-Amure;Komsomol'sk-na-Amure;Komsomol'sk-na-Amure;Komsomol'sk-na-Amure;Komsomol'sk-na-Amure;Komsomol'sk-na-Amure;Komsomol'sk-na-Amure;Komsomol'sk-na-Amure;;;X;
PROV1565;Birobidzan;Birobidzan;Birobidzan;Birobidzan;Birobidzan;Birobidzan;Birobidzan;Birobidzan;;;X;
PROV1566;El'ban;El'ban;El'ban;El'ban;El'ban;El'ban;El'ban;El'ban;;;X;
PROV1567;Bicevaja;Bicevaja;Bicevaja;Bicevaja;Bicevaja;Bicevaja;Bicevaja;Bicevaja;;;X;
PROV1568;Troickoe;Troickoe;Troickoe;Troickoe;Troickoe;Troickoe;Troickoe;Troickoe;;;X;
PROV1569;Vanino;Vanino;Vanino;Vanino;Vanino;Vanino;Vanino;Vanino;;;X;
PROV1570;De-Kastri;De-Kastri;De-Kastri;De-Kastri;De-Kastri;De-Kastri;De-Kastri;De-Kastri;;;X;
PROV1571;Cekunda;Cekunda;Cekunda;Cekunda;Cekunda;Cekunda;Cekunda;Cekunda;;;X;
PROV1572;Kerbi;Kerbi;Kerbi;Kerbi;Kerbi;Kerbi;Kerbi;Kerbi;;;X;
PROV1573;Sofijsk;Sofijsk;Sofijsk;Sofijsk;Sofijsk;Sofijsk;Sofijsk;Sofijsk;;;X;
PROV1574;Cumikan;Cumikan;Cumikan;Cumikan;Cumikan;Cumikan;Cumikan;Cumikan;;;X;
PROV1575;Ajan;Ajan;Ajan;Ajan;Ajan;Ajan;Ajan;Ajan;;;X;
PROV1576;Obluc'e;Obluc'e;Obluc'e;Obluc'e;Obluc'e;Obluc'e;Obluc'e;Obluc'e;;;X;
PROV1577;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;Udskoe;;;X;
PROV1578;Burukan';Burukan';Burukan';Burukan';Burukan';Burukan';Burukan';Burukan';;;X;
PROV1579;Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';Allah-Jun';;;X;
PROV1580;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;Nel'kan;;;X;
PROV1581;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;;;X;
PROV1582;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;;;X;
PROV1583;Omsukcan;Omsukcan;Omsukcan;Omsukcan;Omsukcan;Omsukcan;Omsukcan;Omsukcan;;;X;
PROV1584;Jagodnoe;Jagodnoe;Jagodnoe;Jagodnoe;Jagodnoe;Jagodnoe;Jagodnoe;Jagodnoe;;;X;
PROV1585;Pevek;Pevek;Pevek;Pevek;Pevek;Pevek;Pevek;Pevek;;;X;
PROV1586;Giziga;Giziga;Giziga;Giziga;Giziga;Giziga;Giziga;Giziga;;;X;
PROV1587;Ola;Ola;Ola;Ola;Ola;Ola;Ola;Ola;;;X;
PROV1588;Palana;Palana;Palana;Palana;Palana;Palana;Palana;Palana;;;X;
PROV1589;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;;;X;
PROV1590;Kamenskoe;Kamenskoe;Kamenskoe;Kamenskoe;Kamenskoe;Kamenskoe;Kamenskoe;Kamenskoe;;;X;
PROV1591;Tiliciki;Tiliciki;Tiliciki;Tiliciki;Tiliciki;Tiliciki;Tiliciki;Tiliciki;;;X;
PROV1592;Ust'-Kamcatsk;Ust'-Kamcatsk;Ust'-Kamcatsk;Ust'-Kamcatsk;Ust'-Kamcatsk;Ust'-Kamcatsk;Ust'-Kamcatsk;Ust'-Kamcatsk;;;X;
PROV1593;Ozernaja;Ozernaja;Ozernaja;Ozernaja;Ozernaja;Ozernaja;Ozernaja;Ozernaja;;;X;
PROV1594;Nikol'skoe;Nikol'skoe;Nikol'skoe;Nikol'skoe;Nikol'skoe;Nikol'skoe;Nikol'skoe;Nikol'skoe;;;X;
PROV1595;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;Lesozavodsk;;;X;
PROV1596;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;;;X;
PROV1597;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Vorosilov;;;X;
PROV1598;Semënovka;Semënovka;Semënovka;Semënovka;Semënovka;Semënovka;Semënovka;Semënovka;;;X;
PROV1599;Nahodka;Nahodka;Nahodka;Nahodka;Nahodka;Nahodka;Nahodka;Nahodka;;;X;
PROV1600;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;;;X;
PROV1601;Kavalerovka;Kavalerovka;Kavalerovka;Kavalerovka;Kavalerovka;Kavalerovka;Kavalerovka;Kavalerovka;;;X;
PROV1602;Svetlaja;Svetlaja;Svetlaja;Svetlaja;Svetlaja;Svetlaja;Svetlaja;Svetlaja;;;X;
PROV1603;Novopokrovka;Novopokrovka;Novopokrovka;Novopokrovka;Novopokrovka;Novopokrovka;Novopokrovka;Novopokrovka;;;X;
PROV1604;Iman;Iman;Iman;Iman;Iman;Iman;Iman;Iman;;;X;
PROV1605;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;Wonsan;;;X;
PROV1606;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;Pyeongyang;;;X;
PROV1607;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;;;X;
PROV1608;Kanggye;Kanggye;Kanggye;Kanggye;Kanggye;Kanggye;Kanggye;Kanggye;;;X;
PROV1609;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;;;X;
PROV1610;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Sineuiju;;;X;
PROV1611;Gaeseong;Gaeseong;Gaeseong;Gaeseong;Gaeseong;Gaeseong;Gaeseong;Gaeseong;;;X;
PROV1612;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;Sariwon;;;X;
PROV1613;Seongjin;Seongjin;Seongjin;Seongjin;Seongjin;Seongjin;Seongjin;Seongjin;;;X;
PROV1614;Hyesan;Hyesan;Hyesan;Hyesan;Hyesan;Hyesan;Hyesan;Hyesan;;;X;
PROV1615;Hungnam;Hungnam;Hungnam;Hungnam;Hungnam;Hungnam;Hungnam;Hungnam;;;X;
PROV1616;Huicheon;Huicheon;Huicheon;Huicheon;Huicheon;Huicheon;Huicheon;Huicheon;;;X;
PROV1617;Nampo;Nampo;Nampo;Nampo;Nampo;Nampo;Nampo;Nampo;;;X;
PROV1618;Yangdeok;Yangdeok;Yangdeok;Yangdeok;Yangdeok;Yangdeok;Yangdeok;Yangdeok;;;X;
PROV1619;Goseong;Goseong;Goseong;Goseong;Goseong;Goseong;Goseong;Goseong;;;X;
PROV1620;Haeju;Haeju;Haeju;Haeju;Haeju;Haeju;Haeju;Haeju;;;X;
PROV1621;Ongjin;Ongjin;Ongjin;Ongjin;Ongjin;Ongjin;Ongjin;Ongjin;;;X;
PROV1622;Jeju;Jeju;Jeju;Jeju;Jeju;Jeju;Jeju;Jeju;;;X;
PROV1623;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;Gwangju;;;X;
PROV1624;Daegu;Daegu;Daegu;Daegu;Daegu;Daegu;Daegu;Daegu;;;X;
PROV1625;Busan;Busan;Busan;Busan;Busan;Busan;Busan;Busan;;;X;
PROV1626;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;;;X;
PROV1627;Seoul;Seoul;Seoul;Seoul;Seoul;Seoul;Seoul;Seoul;;;X;
PROV1628;Sokcho;Sokcho;Sokcho;Sokcho;Sokcho;Sokcho;Sokcho;Sokcho;;;X;
PROV1629;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;;;X;
PROV1630;Incheon;Incheon;Incheon;Incheon;Incheon;Incheon;Incheon;Incheon;;;X;
PROV1631;Gangneung;Gangneung;Gangneung;Gangneung;Gangneung;Gangneung;Gangneung;Gangneung;;;X;
PROV1632;Andong;Andong;Andong;Andong;Andong;Andong;Andong;Andong;;;X;
PROV1633;Cheongju;Cheongju;Cheongju;Cheongju;Cheongju;Cheongju;Cheongju;Cheongju;;;X;
PROV1634;Suwon;Suwon;Suwon;Suwon;Suwon;Suwon;Suwon;Suwon;;;X;
PROV1635;Cheonan;Cheonan;Cheonan;Cheonan;Cheonan;Cheonan;Cheonan;Cheonan;;;X;
PROV1636;Jeonju;Jeonju;Jeonju;Jeonju;Jeonju;Jeonju;Jeonju;Jeonju;;;X;
PROV1637;Yeosu;Yeosu;Yeosu;Yeosu;Yeosu;Yeosu;Yeosu;Yeosu;;;X;
PROV1638;Masan;Masan;Masan;Masan;Masan;Masan;Masan;Masan;;;X;
PROV1639;Geochang;Geochang;Geochang;Geochang;Geochang;Geochang;Geochang;Geochang;;;X;
PROV1640;Ulsan;Ulsan;Ulsan;Ulsan;Ulsan;Ulsan;Ulsan;Ulsan;;;X;
PROV1641;Ulleung;Ulleung;Ulleung;Ulleung;Ulleung;Ulleung;Ulleung;Ulleung;;;X;
PROV1642;Huma;Huma;Huma;Huma;Huma;Huma;Huma;Huma;;;X;
PROV1643;Hailaer;Hailaer;Hailaer;Hailaer;Hailaer;Hailaer;Hailaer;Hailaer;;;X;
PROV1644;Aihui;Aihui;Aihui;Aihui;Aihui;Aihui;Aihui;Aihui;;;X;
PROV1645;Lubin;Lubin;Lubin;Lubin;Lubin;Lubin;Lubin;Lubin;;;X;
PROV1646;Yakeshijie;Yakeshijie;Yakeshijie;Yakeshijie;Yakeshijie;Yakeshijie;Yakeshijie;Yakeshijie;;;X;
PROV1647;Nairumutu;Nairumutu;Nairumutu;Nairumutu;Nairumutu;Nairumutu;Nairumutu;Nairumutu;;;X;
PROV1648;Jiagedaqi;Jiagedaqi;Jiagedaqi;Jiagedaqi;Jiagedaqi;Jiagedaqi;Jiagedaqi;Jiagedaqi;;;X;
PROV1649;Qiqian;Qiqian;Qiqian;Qiqian;Qiqian;Qiqian;Qiqian;Qiqian;;;X;
PROV1650;Suolun;Suolun;Suolun;Suolun;Suolun;Suolun;Suolun;Suolun;;;X;
PROV1651;Jiangjunmiao;Jiangjunmiao;Jiangjunmiao;Jiangjunmiao;Jiangjunmiao;Jiangjunmiao;Jiangjunmiao;Jiangjunmiao;;;X;
PROV1652;Eehre;Eehre;Eehre;Eehre;Eehre;Eehre;Eehre;Eehre;;;X;
PROV1653;Bayankhüree;Bayankhüree;Bayankhüree;Bayankhüree;Bayankhüree;Bayankhüree;Bayankhüree;Bayankhüree;;;X;
PROV1654;Buxi;Buxi;Buxi;Buxi;Buxi;Buxi;Buxi;Buxi;;;X;
PROV1655;Huzhong;Huzhong;Huzhong;Huzhong;Huzhong;Huzhong;Huzhong;Huzhong;;;X;
PROV1656;Mohe;Mohe;Mohe;Mohe;Mohe;Mohe;Mohe;Mohe;;;X;
PROV1657;Nehe;Nehe;Nehe;Nehe;Nehe;Nehe;Nehe;Nehe;;;X;
PROV1658;Suihua;Suihua;Suihua;Suihua;Suihua;Suihua;Suihua;Suihua;;;X;
PROV1659;Sunwu;Sunwu;Sunwu;Sunwu;Sunwu;Sunwu;Sunwu;Sunwu;;;X;
PROV1660;Nenjiang;Nenjiang;Nenjiang;Nenjiang;Nenjiang;Nenjiang;Nenjiang;Nenjiang;;;X;
PROV1661;Bei'an;Bei'an;Bei'an;Bei'an;Bei'an;Bei'an;Bei'an;Bei'an;;;X;
PROV1662;Foshan;Foshan;Foshan;Foshan;Foshan;Foshan;Foshan;Foshan;;;X;
PROV1663;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;;;X;
PROV1664;Mishan;Mishan;Mishan;Mishan;Mishan;Mishan;Mishan;Mishan;;;X;
PROV1665;Yeongil;Yeongil;Yeongil;Yeongil;Yeongil;Yeongil;Yeongil;Yeongil;;;X;
PROV1666;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;;;X;
PROV1667;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;;;X;
PROV1668;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;;;X;
PROV1669;Changchun;Changchun;Changchun;Changchun;Changchun;Changchun;Changchun;Changchun;;;X;
PROV1670;Luobei;Luobei;Luobei;Luobei;Luobei;Luobei;Luobei;Luobei;;;X;
PROV1671;Suibin;Suibin;Suibin;Suibin;Suibin;Suibin;Suibin;Suibin;;;X;
PROV1672;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;Qiqihaer;;;X;
PROV1673;Fuyu;Fuyu;Fuyu;Fuyu;Fuyu;Fuyu;Fuyu;Fuyu;;;X;
PROV1674;Huaide;Huaide;Huaide;Huaide;Huaide;Huaide;Huaide;Huaide;;;X;
PROV1675;Donhwa;Donhwa;Donhwa;Donhwa;Donhwa;Donhwa;Donhwa;Donhwa;;;X;
PROV1676;Hulan;Hulan;Hulan;Hulan;Hulan;Hulan;Hulan;Hulan;;;X;
PROV1677;Zhaodong;Zhaodong;Zhaodong;Zhaodong;Zhaodong;Zhaodong;Zhaodong;Zhaodong;;;X;
PROV1678;Zhaoyuan;Zhaoyuan;Zhaoyuan;Zhaoyuan;Zhaoyuan;Zhaoyuan;Zhaoyuan;Zhaoyuan;;;X;
PROV1679;Dalai;Dalai;Dalai;Dalai;Dalai;Dalai;Dalai;Dalai;;;X;
PROV1680;Lanxi;Lanxi;Lanxi;Lanxi;Lanxi;Lanxi;Lanxi;Lanxi;;;X;
PROV1681;Gannan;Gannan;Gannan;Gannan;Gannan;Gannan;Gannan;Gannan;;;X;
PROV1682;Jingxing;Jingxing;Jingxing;Jingxing;Jingxing;Jingxing;Jingxing;Jingxing;;;X;
PROV1683;Qianan;Qianan;Qianan;Qianan;Qianan;Qianan;Qianan;Qianan;;;X;
PROV1684;Shulan;Shulan;Shulan;Shulan;Shulan;Shulan;Shulan;Shulan;;;X;
PROV1685;Hwaryong;Hwaryong;Hwaryong;Hwaryong;Hwaryong;Hwaryong;Hwaryong;Hwaryong;;;X;
PROV1686;Weihe;Weihe;Weihe;Weihe;Weihe;Weihe;Weihe;Weihe;;;X;
PROV1687;Binxian;Binxian;Binxian;Binxian;Binxian;Binxian;Binxian;Binxian;;;X;
PROV1688;Fujin;Fujin;Fujin;Fujin;Fujin;Fujin;Fujin;Fujin;;;X;
