##;ENG;FRA;ITA;SPA;GER;POL;;;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV2652;Puerto Limón;Puerto Limón;Puerto Limón;Puerto Limón;Puerto Limón;Puerto Limón;Puerto Limón;Puerto Limón;;;X;
PROV2653;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;;;X;
PROV2654;Parana;Parana;Parana;Parana;Parana;Parana;Parana;Parana;;;X;
PROV2655;Trelew;Trelew;Trelew;Trelew;Trelew;Trelew;Trelew;Trelew;;;X;
PROV2656;Campinas;Campinas;Campinas;Campinas;Campinas;Campinas;Campinas;Campinas;;;X;
PROV2657;Tucupita;Tucupita;Tucupita;Tucupita;Tucupita;Tucupita;Tucupita;Tucupita;;;X;
PROV2658;Puerto Ayacucho;Puerto Ayacucho;Puerto Ayacucho;Puerto Ayacucho;Puerto Ayacucho;Puerto Ayacucho;Puerto Ayacucho;Puerto Ayacucho;;;X;
PROV2659;Florianopólis;Florianopólis;Florianopólis;Florianopólis;Florianopólis;Florianopólis;Florianopólis;Florianopólis;;;X;
PROV2660;Neiva;Neiva;Neiva;Neiva;Neiva;Neiva;Neiva;Neiva;;;X;
PROV2661;Caxias do Sul;Caxias do Sul;Caxias do Sul;Caxias do Sul;Caxias do Sul;Caxias do Sul;Caxias do Sul;Caxias do Sul;;;X;
PROV2662;Maceió;Maceió;Maceió;Maceió;Maceió;Maceió;Maceió;Maceió;;;X;
PROV2663;Feira de Santana;Feira de Santana;Feira de Santana;Feira de Santana;Feira de Santana;Feira de Santana;Feira de Santana;Feira de Santana;;;X;
PROV2664;Vitória da Conquista;Vitória da Conquista;Vitória da Conquista;Vitória da Conquista;Vitória da Conquista;Vitória da Conquista;Vitória da Conquista;Vitória da Conquista;;;X;
PROV2665;Aracaju;Aracaju;Aracaju;Aracaju;Aracaju;Aracaju;Aracaju;Aracaju;;;X;
PROV2666;João Pessoa;João Pessoa;João Pessoa;João Pessoa;João Pessoa;João Pessoa;João Pessoa;João Pessoa;;;X;
PROV2667;Uberlandia;Uberlandia;Uberlandia;Uberlandia;Uberlandia;Uberlandia;Uberlandia;Uberlandia;;;X;
PROV2668;Montes Claros;Montes Claros;Montes Claros;Montes Claros;Montes Claros;Montes Claros;Montes Claros;Montes Claros;;;X;
PROV2669;Divinópolis;Divinópolis;Divinópolis;Divinópolis;Divinópolis;Divinópolis;Divinópolis;Divinópolis;;;X;
PROV2670;Porto Nacional;Porto Nacional;Porto Nacional;Porto Nacional;Porto Nacional;Porto Nacional;Porto Nacional;Porto Nacional;;;X;
PROV2671;Juazeiro do Norte;Juazeiro do Norte;Juazeiro do Norte;Juazeiro do Norte;Juazeiro do Norte;Juazeiro do Norte;Juazeiro do Norte;Juazeiro do Norte;;;X;
PROV2672;Londrina;Londrina;Londrina;Londrina;Londrina;Londrina;Londrina;Londrina;;;X;
PROV2673;Cap-Haitien;Cap-Haitien;Cap-Haitien;Cap-Haitien;Cap-Haitien;Cap-Haitien;Cap-Haitien;Cap-Haitien;;;X;
PROV2674;Santiago de los Caballeros;Santiago de los Caballeros;Santiago de los Caballeros;Santiago de los Caballeros;Santiago de los Caballeros;Santiago de los Caballeros;Santiago de los Caballeros;Santiago de los Caballeros;;;X;
PROV2675;Obando;Obando;Obando;Obando;Obando;Obando;Obando;Obando;;;X;
PROV2676;Lewiston;Lewiston;Lewiston;Lewiston;Lewiston;Lewiston;Lewiston;Lewiston;;;X;
PROV2677;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;;;X;
PROV2678;Moab;Moab;Moab;Moab;Moab;Moab;Moab;Moab;;;X;
PROV2679;Cody;Cody;Cody;Cody;Cody;Cody;Cody;Cody;;;X;
PROV2680;Wichita;Wichita;Wichita;Wichita;Wichita;Wichita;Wichita;Wichita;;;X;
PROV2681;Salina;Salina;Salina;Salina;Salina;Salina;Salina;Salina;;;X;
PROV2682;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;;;X;
PROV2683;Mandan;Mandan;Mandan;Mandan;Mandan;Mandan;Mandan;Mandan;;;X;
PROV2684;Moorhead;Moorhead;Moorhead;Moorhead;Moorhead;Moorhead;Moorhead;Moorhead;;;X;
PROV2685;Toledo, OH;Toledo, OH;Toledo, OH;Toledo, OH;Toledo, OH;Toledo, OH;Toledo, OH;Toledo, OH;;;X;
PROV2686;Erie;Erie;Erie;Erie;Erie;Erie;Erie;Erie;;;X;
PROV2687;Rochester, NY;Rochester, NY;Rochester, NY;Rochester, NY;Rochester, NY;Rochester, NY;Rochester, NY;Rochester, NY;;;X;
PROV2688;York;York;York;York;York;York;York;York;;;X;
PROV2689;Camden;Camden;Camden;Camden;Camden;Camden;Camden;Camden;;;X;
PROV2690;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;;;X;
PROV2691;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;Plattsburgh;;;X;
PROV2692;Biloxi;Biloxi;Biloxi;Biloxi;Biloxi;Biloxi;Biloxi;Biloxi;;;X;
PROV2693;La Paz;La Paz;La Paz;La Paz;La Paz;La Paz;La Paz;La Paz;;;X;
PROV2694;Zacatecas;Zacatecas;Zacatecas;Zacatecas;Zacatecas;Zacatecas;Zacatecas;Zacatecas;;;X;
PROV2695;Durango;Durango;Durango;Durango;Durango;Durango;Durango;Durango;;;X;
PROV2696;Puerto Vallarta;Puerto Vallarta;Puerto Vallarta;Puerto Vallarta;Puerto Vallarta;Puerto Vallarta;Puerto Vallarta;Puerto Vallarta;;;X;
PROV2697;Mazatlan;Mazatlan;Mazatlan;Mazatlan;Mazatlan;Mazatlan;Mazatlan;Mazatlan;;;X;
PROV2698;Chihuahua;Chihuahua;Chihuahua;Chihuahua;Chihuahua;Chihuahua;Chihuahua;Chihuahua;;;X;
PROV2699;San Luis Potosi;San Luis Potosi;San Luis Potosi;San Luis Potosi;San Luis Potosi;San Luis Potosi;San Luis Potosi;San Luis Potosi;;;X;
PROV2700;Queretaro;Queretaro;Queretaro;Queretaro;Queretaro;Queretaro;Queretaro;Queretaro;;;X;
PROV2701;Tepic;Tepic;Tepic;Tepic;Tepic;Tepic;Tepic;Tepic;;;X;
PROV2702;Tampico;Tampico;Tampico;Tampico;Tampico;Tampico;Tampico;Tampico;;;X;
PROV2703;Xalapa-Enriquez;Xalapa-Enriquez;Xalapa-Enriquez;Xalapa-Enriquez;Xalapa-Enriquez;Xalapa-Enriquez;Xalapa-Enriquez;Xalapa-Enriquez;;;X;
PROV2704;Villahermosa;Villahermosa;Villahermosa;Villahermosa;Villahermosa;Villahermosa;Villahermosa;Villahermosa;;;X;
PROV2705;Ciudad Obregón;Ciudad Obregón;Ciudad Obregón;Ciudad Obregón;Ciudad Obregón;Ciudad Obregón;Ciudad Obregón;Ciudad Obregón;;;X;
PROV2706;Nogales;Nogales;Nogales;Nogales;Nogales;Nogales;Nogales;Nogales;;;X;
PROV2707;Monclova;Monclova;Monclova;Monclova;Monclova;Monclova;Monclova;Monclova;;;X;
PROV2708;San Jose;San Jose;San Jose;San Jose;San Jose;San Jose;San Jose;San Jose;;;X;
PROV2709;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;;;X;
PROV2710;Bakersfield;Bakersfield;Bakersfield;Bakersfield;Bakersfield;Bakersfield;Bakersfield;Bakersfield;;;X;
PROV2711;Augusta, GA;Augusta, GA;Augusta, GA;Augusta, GA;Augusta, GA;Augusta, GA;Augusta, GA;Augusta, GA;;;X;
PROV2712;Fort Worth;Fort Worth;Fort Worth;Fort Worth;Fort Worth;Fort Worth;Fort Worth;Fort Worth;;;X;
PROV2713;Plano;Plano;Plano;Plano;Plano;Plano;Plano;Plano;;;X;
PROV2714;Laredo;Laredo;Laredo;Laredo;Laredo;Laredo;Laredo;Laredo;;;X;
PROV2715;Waco;Waco;Waco;Waco;Waco;Waco;Waco;Waco;;;X;
PROV2716;Midland;Midland;Midland;Midland;Midland;Midland;Midland;Midland;;;X;
PROV2717;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;;;X;
PROV2718;Lynchburg;Lynchburg;Lynchburg;Lynchburg;Lynchburg;Lynchburg;Lynchburg;Lynchburg;;;X;
PROV2719;Hartford;Hartford;Hartford;Hartford;Hartford;Hartford;Hartford;Hartford;;;X;
PROV2720;Cincinnati;Cincinnati;Cincinnati;Cincinnati;Cincinnati;Cincinnati;Cincinnati;Cincinnati;;;X;
PROV2721;Lansing;Lansing;Lansing;Lansing;Lansing;Lansing;Lansing;Lansing;;;X;
PROV2722;Flint;Flint;Flint;Flint;Flint;Flint;Flint;Flint;;;X;
PROV2723;Eau Claire;Eau Claire;Eau Claire;Eau Claire;Eau Claire;Eau Claire;Eau Claire;Eau Claire;;;X;
PROV2724;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;;;X;
PROV2725;Norway House;Norway House;Norway House;Norway House;Norway House;Norway House;Norway House;Norway House;;;X;
PROV2726;Kelowna;Kelowna;Kelowna;Kelowna;Kelowna;Kelowna;Kelowna;Kelowna;;;X;
PROV2727;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;Prince Rupert;;;X;
PROV2728;Prince George;Prince George;Prince George;Prince George;Prince George;Prince George;Prince George;Prince George;;;X;
PROV2729;Timmins;Timmins;Timmins;Timmins;Timmins;Timmins;Timmins;Timmins;;;X;
PROV2730;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;;;X;
PROV2731;Oshawa;Oshawa;Oshawa;Oshawa;Oshawa;Oshawa;Oshawa;Oshawa;;;X;
PROV2732;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;;;X;
PROV2733;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;;;X;
PROV2734;Longueuil;Longueuil;Longueuil;Longueuil;Longueuil;Longueuil;Longueuil;Longueuil;;;X;
PROV2735;Rimouski;Rimouski;Rimouski;Rimouski;Rimouski;Rimouski;Rimouski;Rimouski;;;X;
PROV2736;Baie-Comeau;Baie-Comeau;Baie-Comeau;Baie-Comeau;Baie-Comeau;Baie-Comeau;Baie-Comeau;Baie-Comeau;;;X;
PROV2737;Boa Vista;Boa Vista;Boa Vista;Boa Vista;Boa Vista;Boa Vista;Boa Vista;Boa Vista;;;X;
PROV2738;Leticia;Leticia;Leticia;Leticia;Leticia;Leticia;Leticia;Leticia;;;X;
PROV2739;Rondonopólis;Rondonopólis;Rondonopólis;Rondonopólis;Rondonopólis;Rondonopólis;Rondonopólis;Rondonopólis;;;X;
PROV2740;Imperatriz;Imperatriz;Imperatriz;Imperatriz;Imperatriz;Imperatriz;Imperatriz;Imperatriz;;;X;
PROV2741;Picos;Picos;Picos;Picos;Picos;Picos;Picos;Picos;;;X;
PROV2742;Petrolina;Petrolina;Petrolina;Petrolina;Petrolina;Petrolina;Petrolina;Petrolina;;;X;
PROV2743;Gashaka;Gashaka;Gashaka;Gashaka;Gashaka;Gashaka;Gashaka;Gashaka;;;X;
PROV2744;Bama;Bama;Bama;Bama;Bama;Bama;Bama;Bama;;;X;
PROV2745;Fort-Archambault;Fort-Archambault;Fort-Archambault;Fort-Archambault;Fort-Archambault;Fort-Archambault;Fort-Archambault;Fort-Archambault;;;X;
PROV2746;Berberati;Berberati;Berberati;Berberati;Berberati;Berberati;Berberati;Berberati;;;X;
PROV2747;Impfondo;Impfondo;Impfondo;Impfondo;Impfondo;Impfondo;Impfondo;Impfondo;;;X;
PROV2748;Fort-Rousset;Fort-Rousset;Fort-Rousset;Fort-Rousset;Fort-Rousset;Fort-Rousset;Fort-Rousset;Fort-Rousset;;;X;
PROV2749;Oyem;Oyem;Oyem;Oyem;Oyem;Oyem;Oyem;Oyem;;;X;
PROV2750;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;Pointe-Noire;;;X;
PROV2751;Matadi;Matadi;Matadi;Matadi;Matadi;Matadi;Matadi;Matadi;;;X;
PROV2752;Boende;Boende;Boende;Boende;Boende;Boende;Boende;Boende;;;X;
PROV2753;Tshikapa;Tshikapa;Tshikapa;Tshikapa;Tshikapa;Tshikapa;Tshikapa;Tshikapa;;;X;
PROV2754;Luluabourg;Luluabourg;Luluabourg;Luluabourg;Luluabourg;Luluabourg;Luluabourg;Luluabourg;;;X;
PROV2755;Lodja;Lodja;Lodja;Lodja;Lodja;Lodja;Lodja;Lodja;;;X;
PROV2756;Kindu;Kindu;Kindu;Kindu;Kindu;Kindu;Kindu;Kindu;;;X;
PROV2757;Albertville;Albertville;Albertville;Albertville;Albertville;Albertville;Albertville;Albertville;;;X;
PROV2758;Goma;Goma;Goma;Goma;Goma;Goma;Goma;Goma;;;X;
PROV2759;Paulis;Paulis;Paulis;Paulis;Paulis;Paulis;Paulis;Paulis;;;X;
PROV2760;Gemena;Gemena;Gemena;Gemena;Gemena;Gemena;Gemena;Gemena;;;X;
PROV2761;Tambacounda;Tambacounda;Tambacounda;Tambacounda;Tambacounda;Tambacounda;Tambacounda;Tambacounda;;;X;
PROV2762;Buchanan;Buchanan;Buchanan;Buchanan;Buchanan;Buchanan;Buchanan;Buchanan;;;X;
PROV2763;Kumasi;Kumasi;Kumasi;Kumasi;Kumasi;Kumasi;Kumasi;Kumasi;;;X;
PROV2764;Yaoundé;Yaoundé;Yaoundé;Yaoundé;Yaoundé;Yaoundé;Yaoundé;Yaoundé;;;X;
PROV2765;Benin City;Benin City;Benin City;Benin City;Benin City;Benin City;Benin City;Benin City;;;X;
PROV2766;Ogbomosho;Ogbomosho;Ogbomosho;Ogbomosho;Ogbomosho;Ogbomosho;Ogbomosho;Ogbomosho;;;X;
PROV2767;Ilorin;Ilorin;Ilorin;Ilorin;Ilorin;Ilorin;Ilorin;Ilorin;;;X;
PROV2768;Abakaliki;Abakaliki;Abakaliki;Abakaliki;Abakaliki;Abakaliki;Abakaliki;Abakaliki;;;X;
PROV2769;Minna;Minna;Minna;Minna;Minna;Minna;Minna;Minna;;;X;
PROV2770;Jos;Jos;Jos;Jos;Jos;Jos;Jos;Jos;;;X;
PROV2771;Potiskum;Potiskum;Potiskum;Potiskum;Potiskum;Potiskum;Potiskum;Potiskum;;;X;
PROV2772;Springbok;Springbok;Springbok;Springbok;Springbok;Springbok;Springbok;Springbok;;;X;
PROV2773;George;George;George;George;George;George;George;George;;;X;
PROV2774;Rustenburg;Rustenburg;Rustenburg;Rustenburg;Rustenburg;Rustenburg;Rustenburg;Rustenburg;;;X;
PROV2775;Nelspruit;Nelspruit;Nelspruit;Nelspruit;Nelspruit;Nelspruit;Nelspruit;Nelspruit;;;X;
PROV2776;Upington;Upington;Upington;Upington;Upington;Upington;Upington;Upington;;;X;
PROV2777;Kroonstad;Kroonstad;Kroonstad;Kroonstad;Kroonstad;Kroonstad;Kroonstad;Kroonstad;;;X;
PROV2778;Pietersburg;Pietersburg;Pietersburg;Pietersburg;Pietersburg;Pietersburg;Pietersburg;Pietersburg;;;X;
PROV2779;Richards Bay;Richards Bay;Richards Bay;Richards Bay;Richards Bay;Richards Bay;Richards Bay;Richards Bay;;;X;
PROV2780;Port-Etienne;Port-Etienne;Port-Etienne;Port-Etienne;Port-Etienne;Port-Etienne;Port-Etienne;Port-Etienne;;;X;
PROV2781;Fort Gouraud;Fort Gouraud;Fort Gouraud;Fort Gouraud;Fort Gouraud;Fort Gouraud;Fort Gouraud;Fort Gouraud;;;X;
PROV2782;Wa;Wa;Wa;Wa;Wa;Wa;Wa;Wa;;;X;
PROV2783;Sekondi;Sekondi;Sekondi;Sekondi;Sekondi;Sekondi;Sekondi;Sekondi;;;X;
PROV2784;Kaya;Kaya;Kaya;Kaya;Kaya;Kaya;Kaya;Kaya;;;X;
PROV2785;Maradi;Maradi;Maradi;Maradi;Maradi;Maradi;Maradi;Maradi;;;X;
PROV2786;Agadez;Agadez;Agadez;Agadez;Agadez;Agadez;Agadez;Agadez;;;X;
PROV2787;Abeche;Abeche;Abeche;Abeche;Abeche;Abeche;Abeche;Abeche;;;X;
PROV2788;Am Timan;Am Timan;Am Timan;Am Timan;Am Timan;Am Timan;Am Timan;Am Timan;;;X;
PROV2789;Tete;Tete;Tete;Tete;Tete;Tete;Tete;Tete;;;X;
PROV2790;Quelimane;Quelimane;Quelimane;Quelimane;Quelimane;Quelimane;Quelimane;Quelimane;;;X;
PROV2791;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;Vila Cabral;;;X;
PROV2792;Pereira d'Eca;Pereira d'Eca;Pereira d'Eca;Pereira d'Eca;Pereira d'Eca;Pereira d'Eca;Pereira d'Eca;Pereira d'Eca;;;X;
PROV2793;Serpa Pinto;Serpa Pinto;Serpa Pinto;Serpa Pinto;Serpa Pinto;Serpa Pinto;Serpa Pinto;Serpa Pinto;;;X;
PROV2794;Vila Luso;Vila Luso;Vila Luso;Vila Luso;Vila Luso;Vila Luso;Vila Luso;Vila Luso;;;X;
PROV2795;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;;;X;
PROV2796;Santo António do Zaire;Santo António do Zaire;Santo António do Zaire;Santo António do Zaire;Santo António do Zaire;Santo António do Zaire;Santo António do Zaire;Santo António do Zaire;;;X;
PROV2797;Rehoboth;Rehoboth;Rehoboth;Rehoboth;Rehoboth;Rehoboth;Rehoboth;Rehoboth;;;X;
PROV2798;Swakompmund;Swakompmund;Swakompmund;Swakompmund;Swakompmund;Swakompmund;Swakompmund;Swakompmund;;;X;
PROV2799;Gwelo;Gwelo;Gwelo;Gwelo;Gwelo;Gwelo;Gwelo;Gwelo;;;X;
PROV2800;Molepolole;Molepolole;Molepolole;Molepolole;Molepolole;Molepolole;Molepolole;Molepolole;;;X;
PROV2801;Kitwe;Kitwe;Kitwe;Kitwe;Kitwe;Kitwe;Kitwe;Kitwe;;;X;
PROV2802;Abercorn;Abercorn;Abercorn;Abercorn;Abercorn;Abercorn;Abercorn;Abercorn;;;X;
PROV2803;Fort Jameson;Fort Jameson;Fort Jameson;Fort Jameson;Fort Jameson;Fort Jameson;Fort Jameson;Fort Jameson;;;X;
PROV2804;Arusha;Arusha;Arusha;Arusha;Arusha;Arusha;Arusha;Arusha;;;X;
PROV2805;Lindi;Lindi;Lindi;Lindi;Lindi;Lindi;Lindi;Lindi;;;X;
PROV2806;Songea;Songea;Songea;Songea;Songea;Songea;Songea;Songea;;;X;
PROV2807;Kigoma;Kigoma;Kigoma;Kigoma;Kigoma;Kigoma;Kigoma;Kigoma;;;X;
PROV2808;Sumbawanga;Sumbawanga;Sumbawanga;Sumbawanga;Sumbawanga;Sumbawanga;Sumbawanga;Sumbawanga;;;X;
PROV2809;Lilongwe;Lilongwe;Lilongwe;Lilongwe;Lilongwe;Lilongwe;Lilongwe;Lilongwe;;;X;
PROV2810;Garissa;Garissa;Garissa;Garissa;Garissa;Garissa;Garissa;Garissa;;;X;
PROV2811;Nanyuki;Nanyuki;Nanyuki;Nanyuki;Nanyuki;Nanyuki;Nanyuki;Nanyuki;;;X;
PROV2812;Marsabit;Marsabit;Marsabit;Marsabit;Marsabit;Marsabit;Marsabit;Marsabit;;;X;
PROV2813;Kisumu;Kisumu;Kisumu;Kisumu;Kisumu;Kisumu;Kisumu;Kisumu;;;X;
PROV2814;al-Fasir;al-Fasir;al-Fasir;al-Fasir;al-Fasir;al-Fasir;al-Fasir;al-Fasir;;;X;
PROV2815;Kaduqli;Kaduqli;Kaduqli;Kaduqli;Kaduqli;Kaduqli;Kaduqli;Kaduqli;;;X;
PROV2816;Kabuyita;Kabuyita;Kabuyita;Kabuyita;Kabuyita;Kabuyita;Kabuyita;Kabuyita;;;X;
PROV2817;al-Hartum Bahri;al-Hartum Bahri;al-Hartum Bahri;al-Hartum Bahri;al-Hartum Bahri;al-Hartum Bahri;al-Hartum Bahri;al-Hartum Bahri;;;X;
PROV2818;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;Fianarantsoa;;;X;
PROV2819;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;;;X;
PROV2820;Safaqus;Safaqus;Safaqus;Safaqus;Safaqus;Safaqus;Safaqus;Safaqus;;;X;
PROV2821;al-Qairawan;al-Qairawan;al-Qairawan;al-Qairawan;al-Qairawan;al-Qairawan;al-Qairawan;al-Qairawan;;;X;
PROV2822;Korhogo;Korhogo;Korhogo;Korhogo;Korhogo;Korhogo;Korhogo;Korhogo;;;X;
PROV2823;Bouake;Bouake;Bouake;Bouake;Bouake;Bouake;Bouake;Bouake;;;X;
PROV2824;Gwadar;Gwadar;Gwadar;Gwadar;Gwadar;Gwadar;Gwadar;Gwadar;;;X;
PROV2825;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;;;X;
PROV2826;Kalat;Kalat;Kalat;Kalat;Kalat;Kalat;Kalat;Kalat;;;X;
PROV2827;Saidu Sharif;Saidu Sharif;Saidu Sharif;Saidu Sharif;Saidu Sharif;Saidu Sharif;Saidu Sharif;Saidu Sharif;;;X;
PROV2828;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;;;X;
PROV2829;Sargodha;Sargodha;Sargodha;Sargodha;Sargodha;Sargodha;Sargodha;Sargodha;;;X;
PROV2830;Lyallpur;Lyallpur;Lyallpur;Lyallpur;Lyallpur;Lyallpur;Lyallpur;Lyallpur;;;X;
PROV2831;Rawalpindi;Rawalpindi;Rawalpindi;Rawalpindi;Rawalpindi;Rawalpindi;Rawalpindi;Rawalpindi;;;X;
PROV2832;Dera Ghazi Khan;Dera Ghazi Khan;Dera Ghazi Khan;Dera Ghazi Khan;Dera Ghazi Khan;Dera Ghazi Khan;Dera Ghazi Khan;Dera Ghazi Khan;;;X;
PROV2833;Sukkur;Sukkur;Sukkur;Sukkur;Sukkur;Sukkur;Sukkur;Sukkur;;;X;
PROV2834;Nawabshah;Nawabshah;Nawabshah;Nawabshah;Nawabshah;Nawabshah;Nawabshah;Nawabshah;;;X;
PROV2835;Gle;Gle;Gle;Gle;Gle;Gle;Gle;Gle;;;X;
PROV2836;Torbat-e Heydariyeh;Torbat-e Heydariyeh;Torbat-e Heydariyeh;Torbat-e Heydariyeh;Torbat-e Heydariyeh;Torbat-e Heydariyeh;Torbat-e Heydariyeh;Torbat-e Heydariyeh;;;X;
PROV2837;Sabzevar;Sabzevar;Sabzevar;Sabzevar;Sabzevar;Sabzevar;Sabzevar;Sabzevar;;;X;
PROV2838;Gorgan;Gorgan;Gorgan;Gorgan;Gorgan;Gorgan;Gorgan;Gorgan;;;X;
PROV2839;Zanjan;Zanjan;Zanjan;Zanjan;Zanjan;Zanjan;Zanjan;Zanjan;;;X;
PROV2840;Ardabil;Ardabil;Ardabil;Ardabil;Ardabil;Ardabil;Ardabil;Ardabil;;;X;
PROV2841;Sanandaj;Sanandaj;Sanandaj;Sanandaj;Sanandaj;Sanandaj;Sanandaj;Sanandaj;;;X;
PROV2842;Khorram Abad;Khorram Abad;Khorram Abad;Khorram Abad;Khorram Abad;Khorram Abad;Khorram Abad;Khorram Abad;;;X;
PROV2843;Qom;Qom;Qom;Qom;Qom;Qom;Qom;Qom;;;X;
PROV2844;Yazd;Yazd;Yazd;Yazd;Yazd;Yazd;Yazd;Yazd;;;X;
PROV2845;Minab;Minab;Minab;Minab;Minab;Minab;Minab;Minab;;;X;
PROV2846;Iranshahr;Iranshahr;Iranshahr;Iranshahr;Iranshahr;Iranshahr;Iranshahr;Iranshahr;;;X;
PROV2847;Kirovabad;Kirovabad;Kirovabad;Kirovabad;Kirovabad;Kirovabad;Kirovabad;Kirovabad;;;X;
PROV2848;Lenkeran;Lenkeran;Lenkeran;Lenkeran;Lenkeran;Lenkeran;Lenkeran;Lenkeran;;;X;
PROV2849;Rustavi;Rustavi;Rustavi;Rustavi;Rustavi;Rustavi;Rustavi;Rustavi;;;X;
PROV2850;Kapan;Kapan;Kapan;Kapan;Kapan;Kapan;Kapan;Kapan;;;X;
PROV2851;Batumi;Batumi;Batumi;Batumi;Batumi;Batumi;Batumi;Batumi;;;X;
PROV2852;Tokar;Tokar;Tokar;Tokar;Tokar;Tokar;Tokar;Tokar;;;X;
PROV2853;Dubayy;Dubayy;Dubayy;Dubayy;Dubayy;Dubayy;Dubayy;Dubayy;;;X;
PROV2854;Salala;Salala;Salala;Salala;Salala;Salala;Salala;Salala;;;X;
PROV2855;al-Hudaida;al-Hudaida;al-Hudaida;al-Hudaida;al-Hudaida;al-Hudaida;al-Hudaida;al-Hudaida;;;X;
PROV2856;Gaizan;Gaizan;Gaizan;Gaizan;Gaizan;Gaizan;Gaizan;Gaizan;;;X;
PROV2857;Nagran;Nagran;Nagran;Nagran;Nagran;Nagran;Nagran;Nagran;;;X;
PROV2858;al-Kharj;al-Kharj;al-Kharj;al-Kharj;al-Kharj;al-Kharj;al-Kharj;al-Kharj;;;X;
PROV2859;Abha;Abha;Abha;Abha;Abha;Abha;Abha;Abha;;;X;
PROV2860;Rio Cuarto;Rio Cuarto;Rio Cuarto;Rio Cuarto;Rio Cuarto;Rio Cuarto;Rio Cuarto;Rio Cuarto;;;X;
PROV2861;Al-Bahah;Al-Bahah;Al-Bahah;Al-Bahah;Al-Bahah;Al-Bahah;Al-Bahah;Al-Bahah;;;X;
PROV2862;Jidda;Jidda;Jidda;Jidda;Jidda;Jidda;Jidda;Jidda;;;X;
PROV2863;Afif;Afif;Afif;Afif;Afif;Afif;Afif;Afif;;;X;
PROV2864;Zaranj;Zaranj;Zaranj;Zaranj;Zaranj;Zaranj;Zaranj;Zaranj;;;X;
PROV2865;Farah;Farah;Farah;Farah;Farah;Farah;Farah;Farah;;;X;
PROV2866;Mazar-i-Sharif;Mazar-i-Sharif;Mazar-i-Sharif;Mazar-i-Sharif;Mazar-i-Sharif;Mazar-i-Sharif;Mazar-i-Sharif;Mazar-i-Sharif;;;X;
PROV2867;Bamyan;Bamyan;Bamyan;Bamyan;Bamyan;Bamyan;Bamyan;Bamyan;;;X;
PROV2868;Cardzuy;Cardzuy;Cardzuy;Cardzuy;Cardzuy;Cardzuy;Cardzuy;Cardzuy;;;X;
PROV2869;Nebitdag;Nebitdag;Nebitdag;Nebitdag;Nebitdag;Nebitdag;Nebitdag;Nebitdag;;;X;
PROV2870;Novara;Novara;Novara;Novara;Novara;Novara;Novara;Novara;;;X;
PROV2871;Aosta;Aosta;Aosta;Aosta;Aosta;Aosta;Aosta;Aosta;;;X;
PROV2872;Agrinio;Agrinio;Agrinio;Agrinio;Agrinio;Agrinio;Agrinio;Agrinio;;;X;
PROV2873;Simav;Simav;Simav;Simav;Simav;Simav;Simav;Simav;;;X;
PROV2874;Balikesir;Balikesir;Balikesir;Balikesir;Balikesir;Balikesir;Balikesir;Balikesir;;;X;
PROV2875;Isparta;Isparta;Isparta;Isparta;Isparta;Isparta;Isparta;Isparta;;;X;
PROV2876;Sanliurfa;Sanliurfa;Sanliurfa;Sanliurfa;Sanliurfa;Sanliurfa;Sanliurfa;Sanliurfa;;;X;
